index,text,level,difficulty,n_sent,n_syll,n_lex,lex_sent,syll_lex,text_c
1697,"Paul Karol, chair of the IUPAC panel that verified the elements, said: It will be a long time before we can find practical uses for the new elements. ",int,51.52,1,41,28,28.0,1.4642857142857142,"['paul', 'karol', 'chair', 'iupac', 'panel', 'verifi', 'element', 'said', 'long', 'time', 'befor', 'find', 'practic', 'use', 'new', 'element']"
1698,About one million plastic bottles are used during the festival.,ele,61.33,1,16,10,10.0,1.6,"['one', 'million', 'plastic', 'bottl', 'use', 'dure', 'festiv']"
1699,An estimated one million plastic bottles are used during the festival.,int,43.39,1,20,11,11.0,1.8181818181818181,"['estim', 'one', 'million', 'plastic', 'bottl', 'use', 'dure', 'festiv']"
1700,Thousands more bottles will go on sale to festival-goers to stop them using plastic bottles.,ele,56.25,1,24,15,15.0,1.6,"['thousand', 'bottl', 'go', 'sale', 'festivalgo', 'stop', 'use', 'plastic', 'bottl']"
1701,Thousands more will go on sale to festival-goers to stop them relying on plastic bottles.,int,56.25,1,24,15,15.0,1.6,"['thousand', 'go', 'sale', 'festivalgo', 'stop', 'reli', 'plastic', 'bottl']"
1703,"Lucy Smith, Glastonburys green issues organizer, said: We have amazing water quality in the UK but everyone is obsessed with drinking bottled water.",int,39.67,1,39,23,23.0,1.6956521739130435,"['luci', 'smith', 'glastonburi', 'green', 'issu', 'organ', 'said', 'amaz', 'water', 'qualiti', 'uk', 'everyon', 'obsess', 'drink', 'bottl', 'water']"
1706,The festival organizers hope to make Glastonbury the worlds greenest music festival.,ele,33.92,1,23,12,12.0,1.9166666666666667,"['festiv', 'organ', 'hope', 'make', 'glastonburi', 'world', 'greenest', 'music', 'festiv']"
1707,"Ultimately, festival organizers hope to make Glastonbury the worlds greenest greenfield festival.",int,8.53,1,26,12,12.0,2.1666666666666665,"['ultim', 'festiv', 'organ', 'hope', 'make', 'glastonburi', 'world', 'greenest', 'greenfield', 'festiv']"
1708,"They want to be like Americas Burning Man festival in the Black Rock Desert of Nevada, where people have to take away everything that they take to the festival.",ele,58.96,1,41,29,29.0,1.4137931034482758,"['want', 'like', 'america', 'burn', 'man', 'festiv', 'black', 'rock', 'desert', 'nevada', 'peopl', 'take', 'away', 'everyth', 'take', 'festiv']"
1709,"They want to be like Americas Burning Man festival in the Black Rock Desert of Nevada, which is a leave-no-trace event, where people have to take away all that they bring.",int,65.39,1,40,31,31.0,1.2903225806451613,"['want', 'like', 'america', 'burn', 'man', 'festiv', 'black', 'rock', 'desert', 'nevada', 'leavenotrac', 'event', 'peopl', 'take', 'away', 'bring']"
1711,Millions of barrels of oil are used in the manufacture of plastic bottles and the transportation of mineral water across the planet produces even more carbon emissions.,int,44.07,1,43,27,27.0,1.5925925925925926,"['million', 'barrel', 'oil', 'use', 'manufactur', 'plastic', 'bottl', 'transport', 'miner', 'water', 'across', 'planet', 'produc', 'even', 'carbon', 'emiss']"
1712,"Smith said that festival-goers should not buy bottled water; they should use the water on tap, which comes from big underground reservoirs.",ele,57.61,1,32,22,22.0,1.4545454545454546,"['smith', 'said', 'festivalgo', 'buy', 'bottl', 'water', 'use', 'water', 'tap', 'come', 'big', 'underground', 'reservoir']"
1714,Britons are now drinking on average only eight cups of tea a week  they drank 23 cups in 1974.,ele,77.57,1,24,19,19.0,1.263157894736842,"['briton', 'drink', 'averag', 'onli', 'eight', 'cup', 'tea', 'week', 'drank', 'cup']"
1715,"Britons are now drinking on average only eight cups of tea a week, down from 23 cups in 1974.",int,86.03,1,23,19,19.0,1.2105263157894737,"['briton', 'drink', 'averag', 'onli', 'eight', 'cup', 'tea', 'week', 'cup']"
1716,Tea is still the most popular hot drink in the UK but people now spend more money on coffee.,ele,77.57,1,24,19,19.0,1.263157894736842,"['tea', 'still', 'popular', 'hot', 'drink', 'uk', 'peopl', 'spend', 'money', 'coffe']"
1717,"And, while tea remains the most popular hot drink in the UK, people now spend more money on coffee.",int,77.57,1,25,19,19.0,1.3157894736842106,"['tea', 'remain', 'popular', 'hot', 'drink', 'uk', 'peopl', 'spend', 'money', 'coffe']"
1718,"The data comes from 150,000 families who took part in the survey between 1974 and 2000, combined with information from 2000 to 2014.",ele,65.05,1,32,23,23.0,1.391304347826087,"['data', 'come', 'famili', 'took', 'part', 'survey', 'combin', 'inform']"
1719,"The data is from 150,000 households who took part in the survey between 1974 and 2000, combined with information from 2000 to 2014.",int,73.51,1,31,23,23.0,1.3478260869565217,"['data', 'household', 'took', 'part', 'survey', 'combin', 'inform']"
1721,"Adults in the UK now eat an average of 75g of pizza every week compared with none in 1974, while the consumption of pasta has almost tripled over the same period.",int,56.93,1,42,31,31.0,1.3548387096774193,"['adult', 'uk', 'eat', 'averag', 'g', 'pizza', 'everi', 'week', 'compar', 'none', 'consumpt', 'pasta', 'ha', 'almost', 'tripl', 'period']"
1723,"Fresh potatoes are also becoming less essential with a 67% decrease from 1974, when adults ate the equivalent of 188g every day.",int,57.61,1,32,22,22.0,1.4545454545454546,"['fresh', 'potato', 'also', 'becom', 'less', 'essenti', 'decreas', 'adult', 'ate', 'equival', 'g', 'everi', 'day']"
1725,"Consumption of takeaway food has almost doubled since 1974, from 80g per person per week to 150g.",int,71.14,1,23,17,17.0,1.3529411764705883,"['consumpt', 'takeaway', 'food', 'ha', 'almost', 'doubl', 'sinc', 'g', 'per', 'person', 'per', 'week', 'g']"
1727,"Bananas have been the most popular fruit in the UK since 1996, reaching 221g per adult per week in 2014, well above apples (131g) and oranges (48g).",int,77.91,1,33,27,27.0,1.2222222222222223,"['banana', 'popular', 'fruit', 'uk', 'sinc', 'reach', 'g', 'per', 'adult', 'per', 'week', 'well', 'abov', 'appl', 'g', 'orang', 'g']"
1728,"Britons also spend a smaller percentage of their salaries on food today  11%, compared with 24% in 1974.",ele,70.13,1,25,18,18.0,1.3888888888888888,"['briton', 'also', 'spend', 'smaller', 'percentag', 'salari', 'food', 'today', 'compar']"
1731,"The vice-president of Google has warned that piles of digitized material  blogs, tweets, pictures, videos and official documents such as court rulings and emails  could be lost forever because the programs we need to view them will become defunct.",int,31.89,1,61,39,39.0,1.564102564102564,"['vicepresid', 'googl', 'ha', 'warn', 'pile', 'digit', 'materi', 'blog', 'tweet', 'pictur', 'video', 'offici', 'document', 'court', 'rule', 'email', 'could', 'lost', 'forev', 'becaus', 'program', 'need', 'view', 'becom', 'defunct']"
1732,"He said that we might become a forgotten generation or even a forgotten century because of bit rot, where old computer files become useless junk.",ele,46.1,1,40,25,25.0,1.6,"['said', 'might', 'becom', 'forgotten', 'gener', 'even', 'forgotten', 'centuri', 'becaus', 'bit', 'rot', 'old', 'comput', 'file', 'becom', 'useless', 'junk']"
1733,"He warned that we faced a forgotten generation or even a forgotten century because of what he called bit rot, where old computer files become useless junk.",int,52.53,1,41,27,27.0,1.5185185185185186,"['warn', 'face', 'forgotten', 'gener', 'even', 'forgotten', 'centuri', 'becaus', 'call', 'bit', 'rot', 'old', 'comput', 'file', 'becom', 'useless', 'junk']"
1736,We are throwing all of our data into an information black hole.,ele,67.76,1,18,12,12.0,1.5,"['throw', 'data', 'inform', 'black', 'hole']"
1738,"In the 1980s, it was normal to save documents on floppy disks and buy computer games on cassettes.",ele,70.13,1,25,18,18.0,1.3888888888888888,"['wa', 'normal', 'save', 'document', 'floppi', 'disk', 'buy', 'comput', 'game', 'cassett']"
1739,"In the 1980s, it was routine to save documents on floppy disks and buy computer games on cassettes.",int,70.13,1,25,18,18.0,1.3888888888888888,"['wa', 'routin', 'save', 'document', 'floppi', 'disk', 'buy', 'comput', 'game', 'cassett']"
1740,Cerf warns that we will also lose important political and historical documents because of bit rot.,ele,38.32,1,28,16,16.0,1.75,"['cerf', 'warn', 'also', 'lose', 'import', 'polit', 'histor', 'document', 'becaus', 'bit', 'rot']"
1741,Cerf warns that important political and historical documents will also be lost to bit rot.,int,47.79,1,26,15,15.0,1.7333333333333334,"['cerf', 'warn', 'import', 'polit', 'histor', 'document', 'also', 'lost', 'bit', 'rot']"
1742,Researchers in Pittsburgh are trying to find a solution to bit rot.,ele,76.22,1,17,12,12.0,1.4166666666666667,"['research', 'pittsburgh', 'tri', 'find', 'solut', 'bit', 'rot']"
1743,Researchers in Pittsburgh have made progress towards finding a solution to bit rot.,int,66.74,1,19,13,13.0,1.4615384615384615,"['research', 'pittsburgh', 'made', 'progress', 'toward', 'find', 'solut', 'bit', 'rot']"
1747,"Were talking about preserving them for hundreds to thousands of years, said Cerf. ",int,66.74,1,19,13,13.0,1.4615384615384615,"['talk', 'preserv', 'hundr', 'thousand', 'year', 'said', 'cerf']"
1753,"He said of the car: Youre just sitting there; no steering wheel, no pedals.",int,91.11,1,17,14,14.0,1.2142857142857142,"['said', 'car', 'sit', 'steer', 'wheel', 'pedal']"
1755,"About ten seconds after getting in, I forgot I was there.",int,77.23,1,15,11,11.0,1.3636363636363635,"['ten', 'second', 'get', 'forgot', 'wa']"
1756,"There need to be detailed scans of the roads before the cars can drive on them, because they cannot collect and process enough information in real time.",ele,69.45,1,36,27,27.0,1.3333333333333333,"['need', 'detail', 'scan', 'road', 'befor', 'car', 'drive', 'becaus', 'collect', 'process', 'enough', 'inform', 'real', 'time']"
1759,"So far, there are high-detail maps of about 2,000 miles of Californias roads, but the state has more than 170,000 miles of public roads.",int,72.5,1,30,24,24.0,1.25,"['far', 'highdetail', 'map', 'mile', 'california', 'road', 'state', 'ha', 'mile', 'public', 'road']"
1760,Dennis Conyon from the UK National Taxi Association said that taxi drivers will become unemployed.,ele,39.33,1,27,15,15.0,1.8,"['denni', 'conyon', 'uk', 'nation', 'taxi', 'associ', 'said', 'taxi', 'driver', 'becom', 'unemploy']"
1761,Dennis Conyon of the UK National Taxi Association says that drivers will become unemployed.,int,31.89,1,26,14,14.0,1.8571428571428572,"['denni', 'conyon', 'uk', 'nation', 'taxi', 'associ', 'say', 'driver', 'becom', 'unemploy']"
1763,"London has about 22,000 licensed black cabs and Conyon estimates that the total number of people who drive taxis for hire in the UK is about 100,000.",int,69.45,1,35,27,27.0,1.2962962962962963,"['london', 'ha', 'licens', 'black', 'cab', 'conyon', 'estim', 'total', 'number', 'peopl', 'drive', 'taxi', 'hire', 'uk']"
1764,"So far, the Google versions of the driverless cars have driven 700,000 miles without an accident caused by the computer.",ele,68.1,1,28,20,20.0,1.4,"['far', 'googl', 'version', 'driverless', 'car', 'driven', 'mile', 'without', 'accid', 'caus', 'comput']"
1766,The company says that thousands of people die each year on the roads and that about 80% of crashes are caused by human mistakes.       ,ele,47.12,1,38,24,24.0,1.5833333333333333,"['compani', 'say', 'thousand', 'peopl', 'die', 'year', 'road', 'crash', 'caus', 'human', 'mistak']"
1769,"But, at the real Downton Abbey, Highclere Castle  a stately home owned by George Geordie Herbert, 8th Earl of Carnarvon  they have more money than before.",int,62.01,1,37,26,26.0,1.4230769230769231,"['real', 'downton', 'abbey', 'highcler', 'castl', 'state', 'home', 'georg', 'geordi', 'herbert', 'th', 'earl', 'carnarvon', 'money', 'befor']"
1771,"Currently, only the ground and first floors of Highclere, on the borders of Hampshire, are used.",int,72.16,1,22,16,16.0,1.375,"['current', 'onli', 'ground', 'first', 'floor', 'highcler', 'border', 'hampshir', 'use']"
1772,"The number of visitors doubled, to 1,200 a day, after Downton Abbey, written by Julian Fellowes, was shown around the world.",ele,67.08,1,30,21,21.0,1.4285714285714286,"['number', 'visitor', 'doubl', 'day', 'downton', 'abbey', 'written', 'julian', 'fellow', 'wa', 'shown', 'around', 'world']"
1774,"The organization, VisitBritain, says that nearly 30% of foreign visitors, nearly nine million people, visit castles and historic houses.",ele,26.81,1,36,19,19.0,1.894736842105263,"['organ', 'visitbritain', 'say', 'nearli', 'foreign', 'visitor', 'nearli', 'nine', 'million', 'peopl', 'visit', 'castl', 'histor', 'hous']"
1776,More than a million tourists take a tour of historic buildings each year and they spend more than 1 billion.,ele,85.02,1,24,20,20.0,1.2,"['million', 'tourist', 'take', 'tour', 'histor', 'build', 'year', 'spend', 'billion']"
1777,"More than a million take a tour of historic buildings each year, spending more than 1 billion.",int,79.6,1,22,17,17.0,1.2941176470588236,"['million', 'take', 'tour', 'histor', 'build', 'year', 'spend', 'billion']"
1778,"Fifty-one per cent of Brazilians, 42% of Russians and Chinese, and 35% of Indian visitors will probably include a visit to a site of interest in their trips.",ele,51.52,1,42,28,28.0,1.5,"['fiftyon', 'per', 'cent', 'brazilian', 'russian', 'chines', 'indian', 'visitor', 'probabl', 'includ', 'visit', 'site', 'interest', 'trip']"
1779,"Fifty-one per cent of Brazilians, 42% of Russians and Chinese, and 35% of Indian visitors are likely to include a visit to a site of interest in their trips.",int,58.96,1,42,29,29.0,1.4482758620689655,"['fiftyon', 'per', 'cent', 'brazilian', 'russian', 'chines', 'indian', 'visitor', 'like', 'includ', 'visit', 'site', 'interest', 'trip']"
1780,Lady Carnarvon says that the long-term future of Highclere might not be secure.,ele,75.2,1,18,13,13.0,1.3846153846153846,"['ladi', 'carnarvon', 'say', 'longterm', 'futur', 'highcler', 'might', 'secur']"
1782,"Highclere Castle plans a Tutankhamun event in 2022, 100 years after the 5th Earl of Carnarvon went to Egypt with Howard Carter and discovered Tutankhamuns tomb.",ele,70.47,1,34,26,26.0,1.3076923076923077,"['highcler', 'castl', 'plan', 'tutankhamun', 'event', 'year', 'th', 'earl', 'carnarvon', 'went', 'egypt', 'howard', 'carter', 'discov', 'tutankhamun', 'tomb']"
1783,"Highclere Castle plans a Tutankhamun event in 2022, 100 years after the 5th Earl of Carnarvon discovered Tutankhamuns tomb with Howard Carter.",int,66.07,1,30,22,22.0,1.3636363636363635,"['highcler', 'castl', 'plan', 'tutankhamun', 'event', 'year', 'th', 'earl', 'carnarvon', 'discov', 'tutankhamun', 'tomb', 'howard', 'carter']"
1784,Ive tried to show people it is fun.,ele,105.66,1,9,8,8.0,1.125,"['ive', 'tri', 'show', 'peopl', 'fun']"
1785,Ive tried to persuade people it is fun.,int,88.74,1,10,8,8.0,1.25,"['ive', 'tri', 'persuad', 'peopl', 'fun']"
1786,"In my new job, I spent my days on the streets in political rallies and my nights alone in the offi ce, where I coordinated the news from areas of fi ghting in El Salvador, Nicaragua, Guatemala and the rest of Central America.",ele,53.21,1,58,43,43.0,1.3488372093023255,"['new', 'job', 'spent', 'day', 'street', 'polit', 'ralli', 'night', 'alon', 'offi', 'ce', 'coordin', 'news', 'area', 'fi', 'ghting', 'el', 'salvador', 'nicaragua', 'guatemala', 'rest', 'central', 'america']"
